state,zcta5,placefp,stab,placenm,zipname,pop10,afact
State code,ZIP census tabulation area,Place code,State abbreviation,Place name,ZCTA name,Total population (2010),zcta5 to placefp allocation factor
48,75024,58016,TX,"Plano city, TX","Plano, TX",36038,1
48,75025,58016,TX,"Plano city, TX","Plano, TX",50926,1
48,75038,37000,TX,"Irving city, TX","Irving, TX",27802,1
48,75039,37000,TX,"Irving city, TX","Irving, TX",11032,1
48,75043,19000,TX,"Dallas city, TX","Garland, TX",55,1
48,75050,4000,TX,"Arlington city, TX","Grand Prairie, TX",12,1
48,75051,19000,TX,"Dallas city, TX","Grand Prairie, TX",1477,1
48,75060,37000,TX,"Irving city, TX","Irving, TX",44390,1
48,75061,37000,TX,"Irving city, TX","Irving, TX",53439,1
48,75062,37000,TX,"Irving city, TX","Irving, TX",44537,1
48,75063,37000,TX,"Irving city, TX","Irving, TX",35090,1
48,75074,58016,TX,"Plano city, TX","Plano, TX",44622,1
48,75075,58016,TX,"Plano city, TX","Plano, TX",33262,1
48,75080,61796,TX,"Richardson city, TX","Richardson, TX",44009,1
48,75081,61796,TX,"Richardson city, TX","Richardson, TX",34156,1
48,75082,58016,TX,"Plano city, TX","Richardson, TX",119,0.006
48,75082,61796,TX,"Richardson city, TX","Richardson, TX",21058,0.994
48,75087,19000,TX,"Dallas city, TX","Rockwall, TX",27,1
48,75088,19000,TX,"Dallas city, TX","Rowlett, TX",19,1
48,75089,19000,TX,"Dallas city, TX","Rowlett, TX",14,1
48,75090,67496,TX,"Sherman city, TX","Sherman, TX",19486,1
48,75092,67496,TX,"Sherman city, TX","Sherman, TX",19031,1
48,75093,58016,TX,"Plano city, TX","Plano, TX",47102,1
48,75094,58016,TX,"Plano city, TX","Murphy, TX",2320,1
48,75098,19000,TX,"Dallas city, TX","Wylie, TX",12,1
48,75116,19000,TX,"Dallas city, TX","Duncanville, TX",1,1
48,75141,19000,TX,"Dallas city, TX","Hutchins, TX",2,1
48,75150,19000,TX,"Dallas city, TX","Mesquite, TX",23,1
48,75159,19000,TX,"Dallas city, TX","Seagoville, TX",12,1
48,75201,19000,TX,"Dallas city, TX","Dallas, TX",9409,1
48,75202,19000,TX,"Dallas city, TX","Dallas, TX",1666,1
48,75203,19000,TX,"Dallas city, TX","Dallas, TX",15721,1
48,75204,19000,TX,"Dallas city, TX","Dallas, TX",26279,1
48,75205,19000,TX,"Dallas city, TX","University Park, TX",3395,1
48,75206,19000,TX,"Dallas city, TX","Dallas, TX",36248,1
48,75207,19000,TX,"Dallas city, TX","Dallas, TX",9648,1
48,75208,19000,TX,"Dallas city, TX","Dallas, TX",30171,1
48,75209,19000,TX,"Dallas city, TX","Dallas, TX",12955,1
48,75210,19000,TX,"Dallas city, TX","Dallas, TX",7482,1
48,75211,19000,TX,"Dallas city, TX","Dallas, TX",68953,1
48,75212,19000,TX,"Dallas city, TX","Dallas, TX",24884,1
48,75214,19000,TX,"Dallas city, TX","Dallas, TX",32950,1
48,75215,19000,TX,"Dallas city, TX","Dallas, TX",14648,1
48,75216,19000,TX,"Dallas city, TX","Dallas, TX",49416,1
48,75217,19000,TX,"Dallas city, TX","Dallas, TX",79750,1
48,75218,19000,TX,"Dallas city, TX","Dallas, TX",21665,1
48,75219,19000,TX,"Dallas city, TX","Dallas, TX",21535,1
48,75220,19000,TX,"Dallas city, TX","Dallas, TX",41891,1
48,75223,19000,TX,"Dallas city, TX","Dallas, TX",13947,1
48,75224,19000,TX,"Dallas city, TX","Dallas, TX",34034,1
48,75225,19000,TX,"Dallas city, TX","University Park, TX",10213,1
48,75226,19000,TX,"Dallas city, TX","Dallas, TX",3506,1
48,75227,19000,TX,"Dallas city, TX","Dallas, TX",55029,1
48,75228,19000,TX,"Dallas city, TX","Dallas, TX",66077,1
48,75229,19000,TX,"Dallas city, TX","Dallas, TX",31571,1
48,75230,19000,TX,"Dallas city, TX","Dallas, TX",26934,1
48,75231,19000,TX,"Dallas city, TX","Dallas, TX",37052,1
48,75232,19000,TX,"Dallas city, TX","Dallas, TX",27935,1
48,75233,19000,TX,"Dallas city, TX","Dallas, TX",14043,1
48,75234,19000,TX,"Dallas city, TX","Farmers Branch, TX",3873,1
48,75235,19000,TX,"Dallas city, TX","Dallas, TX",17177,1
48,75236,19000,TX,"Dallas city, TX","Dallas, TX",15949,1
48,75237,19000,TX,"Dallas city, TX","Dallas, TX",16941,1
48,75238,19000,TX,"Dallas city, TX","Dallas, TX",30483,1
48,75240,19000,TX,"Dallas city, TX","Dallas, TX",24296,1
48,75241,19000,TX,"Dallas city, TX","Dallas, TX",26903,1
48,75243,19000,TX,"Dallas city, TX","Dallas, TX",55406,1
48,75244,19000,TX,"Dallas city, TX","Dallas, TX",9571,1
48,75246,19000,TX,"Dallas city, TX","Dallas, TX",2770,1
48,75247,19000,TX,"Dallas city, TX","Dallas, TX",468,1
48,75248,19000,TX,"Dallas city, TX","Dallas, TX",33395,1
48,75249,19000,TX,"Dallas city, TX","Dallas, TX",13373,1
48,75251,19000,TX,"Dallas city, TX","Dallas, TX",2331,1
48,75252,19000,TX,"Dallas city, TX","Dallas, TX",24112,1
48,75253,19000,TX,"Dallas city, TX","Dallas, TX",17767,1
48,75254,19000,TX,"Dallas city, TX","Dallas, TX",22604,1
48,75287,19000,TX,"Dallas city, TX","Dallas, TX",49004,1
48,75459,67496,TX,"Sherman city, TX","Howe, TX",1,1
48,75501,72368,TX,"Texarkana city, TX","Texarkana, TX",16193,1
48,75503,72368,TX,"Texarkana city, TX","Texarkana, TX",20218,1
48,75601,43888,TX,"Longview city, TX","Longview, TX",15849,1
48,75602,43888,TX,"Longview city, TX","Longview, TX",18103,1
48,75603,43888,TX,"Longview city, TX","Longview, TX",19,1
48,75604,43888,TX,"Longview city, TX","Longview, TX",27981,1
48,75605,43888,TX,"Longview city, TX","Longview, TX",18499,1
48,75693,43888,TX,"Longview city, TX","White Oak, TX",4,1
48,75701,74144,TX,"Tyler city, TX","Tyler, TX",34372,1
48,75702,74144,TX,"Tyler city, TX","Tyler, TX",26742,1
48,75703,74144,TX,"Tyler city, TX","Tyler, TX",29319,1
48,75704,74144,TX,"Tyler city, TX","Tyler, TX",414,1
48,75706,74144,TX,"Tyler city, TX","Tyler, TX",22,1
48,75707,74144,TX,"Tyler city, TX","Tyler, TX",4868,1
48,75708,74144,TX,"Tyler city, TX","Tyler, TX",47,1
48,75709,74144,TX,"Tyler city, TX","Tyler, TX",1116,1
48,76001,4000,TX,"Arlington city, TX","Arlington, TX",30447,1
48,76002,4000,TX,"Arlington city, TX","Arlington, TX",30269,1
48,76006,4000,TX,"Arlington city, TX","Arlington, TX",22511,1
48,76006,27000,TX,"Fort Worth city, TX","Arlington, TX",1,0
48,76008,27000,TX,"Fort Worth city, TX","Aledo, TX",1395,1
48,76010,4000,TX,"Arlington city, TX","Arlington, TX",55459,1
48,76011,4000,TX,"Arlington city, TX","Arlington, TX",21594,1
48,76012,4000,TX,"Arlington city, TX","Arlington, TX",25689,1
48,76013,4000,TX,"Arlington city, TX","Arlington, TX",27952,1
48,76014,4000,TX,"Arlington city, TX","Arlington, TX",34072,1
48,76015,4000,TX,"Arlington city, TX","Arlington, TX",16479,1
48,76016,4000,TX,"Arlington city, TX","Arlington, TX",29106,1
48,76017,4000,TX,"Arlington city, TX","Arlington, TX",44466,1
48,76018,4000,TX,"Arlington city, TX","Arlington, TX",26938,1
48,76028,27000,TX,"Fort Worth city, TX","Burleson, TX",3481,1
48,76036,27000,TX,"Fort Worth city, TX","Crowley, TX",2859,1
48,76040,4000,TX,"Arlington city, TX","Euless, TX",2,0
48,76040,27000,TX,"Fort Worth city, TX","Euless, TX",8753,1
48,76051,30644,TX,"Grapevine city, TX","Grapevine, TX",46320,1
48,76052,27000,TX,"Fort Worth city, TX","Fort Worth, TX",7747,1
48,76053,27000,TX,"Fort Worth city, TX","Hurst, TX",3013,1
48,76060,4000,TX,"Arlington city, TX","Kennedale, TX",219,0.944
48,76060,27000,TX,"Fort Worth city, TX","Kennedale, TX",13,0.056
48,76063,4000,TX,"Arlington city, TX","Mansfield, TX",223,1
48,76092,30644,TX,"Grapevine city, TX","Southlake, TX",14,1
48,76102,27000,TX,"Fort Worth city, TX","Fort Worth, TX",8111,1
48,76103,27000,TX,"Fort Worth city, TX","Fort Worth, TX",14572,1
48,76104,27000,TX,"Fort Worth city, TX","Fort Worth, TX",17446,1
48,76105,27000,TX,"Fort Worth city, TX","Fort Worth, TX",22194,1
48,76106,27000,TX,"Fort Worth city, TX","Fort Worth, TX",35195,1
48,76107,27000,TX,"Fort Worth city, TX","Fort Worth, TX",25235,1
48,76108,27000,TX,"Fort Worth city, TX","Fort Worth, TX",17514,1
48,76109,27000,TX,"Fort Worth city, TX","Fort Worth, TX",19828,1
48,76110,27000,TX,"Fort Worth city, TX","Fort Worth, TX",30434,1
48,76111,27000,TX,"Fort Worth city, TX","Fort Worth, TX",20001,1
48,76112,27000,TX,"Fort Worth city, TX","Fort Worth, TX",38993,1
48,76114,27000,TX,"Fort Worth city, TX","Fort Worth, TX",10286,1
48,76115,27000,TX,"Fort Worth city, TX","Fort Worth, TX",20696,1
48,76116,27000,TX,"Fort Worth city, TX","Fort Worth, TX",43299,1
48,76117,27000,TX,"Fort Worth city, TX","Haltom City, TX",644,1
48,76118,27000,TX,"Fort Worth city, TX","Richland Hills, TX",5717,1
48,76119,27000,TX,"Fort Worth city, TX","Fort Worth, TX",35973,1
48,76120,27000,TX,"Fort Worth city, TX","Fort Worth, TX",15283,1
48,76123,27000,TX,"Fort Worth city, TX","Fort Worth, TX",29722,1
48,76126,27000,TX,"Fort Worth city, TX","Benbrook, TX",1008,1
48,76127,27000,TX,"Fort Worth city, TX","Fort Worth, TX",2003,1
48,76129,27000,TX,"Fort Worth city, TX","Fort Worth, TX",2833,1
48,76131,27000,TX,"Fort Worth city, TX","Fort Worth, TX",19775,1
48,76132,27000,TX,"Fort Worth city, TX","Fort Worth, TX",23232,1
48,76133,27000,TX,"Fort Worth city, TX","Fort Worth, TX",48394,1
48,76134,27000,TX,"Fort Worth city, TX","Fort Worth, TX",20923,1
48,76135,27000,TX,"Fort Worth city, TX","Fort Worth, TX",10786,1
48,76137,27000,TX,"Fort Worth city, TX","Fort Worth, TX",42822,1
48,76140,27000,TX,"Fort Worth city, TX","Fort Worth, TX",10406,1
48,76155,27000,TX,"Fort Worth city, TX","Fort Worth, TX",3115,1
48,76164,27000,TX,"Fort Worth city, TX","Fort Worth, TX",16748,1
48,76177,27000,TX,"Fort Worth city, TX","Fort Worth, TX",4844,1
48,76179,27000,TX,"Fort Worth city, TX","Fort Worth, TX",27891,1
48,76201,19972,TX,"Denton city, TX","Denton, TX",27107,1
48,76205,19972,TX,"Denton city, TX","Denton, TX",18510,1
48,76207,19972,TX,"Denton city, TX","Denton, TX",9156,1
48,76208,19972,TX,"Denton city, TX","Denton, TX",10039,1
48,76209,19972,TX,"Denton city, TX","Denton, TX",24018,1
48,76210,19972,TX,"Denton city, TX","Denton, TX",21521,1
48,76226,19972,TX,"Denton city, TX","Lantana, TX",2886,1
48,76227,19972,TX,"Denton city, TX","Aubrey, TX",96,1
48,76244,27000,TX,"Fort Worth city, TX","Fort Worth, TX",56911,1
48,76247,27000,TX,"Fort Worth city, TX","Fort Worth, TX",5105,1
48,76249,19972,TX,"Denton city, TX","Krum, TX",16,1
48,76259,19972,TX,"Denton city, TX","Ponder, TX",2,1
48,76262,27000,TX,"Fort Worth city, TX","Trophy Club, TX",6005,1
48,76266,19972,TX,"Denton city, TX","Sanger, TX",32,1
48,76301,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",16529,1
48,76302,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",13206,1
48,76305,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",559,1
48,76306,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",15981,1
48,76308,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",18551,1
48,76309,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",13862,1
48,76310,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",14662,1
48,76311,79000,TX,"Wichita Falls city, TX","Wichita Falls, TX",7535,1
48,76367,79000,TX,"Wichita Falls city, TX","Iowa Park, TX",3668,1
48,76501,72176,TX,"Temple city, TX","Temple, TX",13166,1
48,76502,72176,TX,"Temple city, TX","Temple, TX",28044,1
48,76504,72176,TX,"Temple city, TX","Temple, TX",23939,1
48,76513,72176,TX,"Temple city, TX","Belton, TX",939,1
48,76541,39148,TX,"Killeen city, TX","Killeen, TX",19206,1
48,76542,39148,TX,"Killeen city, TX","Killeen, TX",37087,1
48,76543,39148,TX,"Killeen city, TX","Killeen, TX",29644,1
48,76544,39148,TX,"Killeen city, TX","Fort Hood, TX",166,1
48,76549,39148,TX,"Killeen city, TX","Killeen, TX",41777,1
48,76571,39148,TX,"Killeen city, TX","Salado, TX",41,1
48,76579,72176,TX,"Temple city, TX","Troy, TX",14,1
48,76633,76000,TX,"Waco city, TX","China Spring, TX",169,1
48,76638,76000,TX,"Waco city, TX","Crawford, TX",4,1
48,76655,76000,TX,"Waco city, TX","Lorena, TX",127,1
48,76657,76000,TX,"Waco city, TX","McGregor, TX",2712,1
48,76701,76000,TX,"Waco city, TX","Waco, TX",1826,1
48,76704,76000,TX,"Waco city, TX","Waco, TX",8007,1
48,76705,76000,TX,"Waco city, TX","Bellmead, TX",5175,1
48,76706,76000,TX,"Waco city, TX","Waco, TX",24152,1
48,76707,76000,TX,"Waco city, TX","Waco, TX",16697,1
48,76708,76000,TX,"Waco city, TX","Waco, TX",22889,1
48,76710,76000,TX,"Waco city, TX","Waco, TX",22686,1
48,76711,76000,TX,"Waco city, TX","Waco, TX",7018,1
48,76712,76000,TX,"Waco city, TX","Waco, TX",11481,1
48,76798,76000,TX,"Waco city, TX","Waco, TX",1862,1
48,76901,64472,TX,"San Angelo city, TX","San Angelo, TX",22211,1
48,76903,64472,TX,"San Angelo city, TX","San Angelo, TX",31273,1
48,76904,64472,TX,"San Angelo city, TX","San Angelo, TX",30128,1
48,76905,64472,TX,"San Angelo city, TX","San Angelo, TX",7637,1
48,76908,64472,TX,"San Angelo city, TX","San Angelo, TX",1951,1
48,77002,35000,TX,"Houston city, TX","Houston, TX",16793,1
48,77003,35000,TX,"Houston city, TX","Houston, TX",10508,1
48,77004,35000,TX,"Houston city, TX","Houston, TX",32692,1
48,77005,35000,TX,"Houston city, TX","West University Place, TX",9649,1
48,77006,35000,TX,"Houston city, TX","Houston, TX",19664,1
48,77007,35000,TX,"Houston city, TX","Houston, TX",30853,1
48,77008,35000,TX,"Houston city, TX","Houston, TX",30482,1
48,77009,35000,TX,"Houston city, TX","Houston, TX",38094,1
48,77010,35000,TX,"Houston city, TX","Houston, TX",366,1
48,77011,35000,TX,"Houston city, TX","Houston, TX",19547,1
48,77012,35000,TX,"Houston city, TX","Houston, TX",20719,1
48,77013,35000,TX,"Houston city, TX","Houston, TX",17602,1
48,77014,35000,TX,"Houston city, TX","Houston, TX",1014,1
48,77015,35000,TX,"Houston city, TX","Cloverleaf, TX",14937,1
48,77016,35000,TX,"Houston city, TX","Houston, TX",26485,1
48,77017,35000,TX,"Houston city, TX","Houston, TX",32539,1
48,77018,35000,TX,"Houston city, TX","Houston, TX",25563,1
48,77019,35000,TX,"Houston city, TX","Houston, TX",18944,1
48,77020,35000,TX,"Houston city, TX","Houston, TX",25464,1
48,77021,35000,TX,"Houston city, TX","Houston, TX",26042,1
48,77022,35000,TX,"Houston city, TX","Houston, TX",29557,1
48,77023,35000,TX,"Houston city, TX","Houston, TX",28998,1
48,77024,35000,TX,"Houston city, TX","Houston, TX",21230,1
48,77025,35000,TX,"Houston city, TX","Houston, TX",25514,1
48,77026,35000,TX,"Houston city, TX","Houston, TX",23940,1
48,77027,35000,TX,"Houston city, TX","Houston, TX",14331,1
48,77028,35000,TX,"Houston city, TX","Houston, TX",16808,1
48,77029,35000,TX,"Houston city, TX","Jacinto City, TX",7246,1
48,77030,35000,TX,"Houston city, TX","Houston, TX",10258,1
48,77031,35000,TX,"Houston city, TX","Houston, TX",15570,1
48,77032,35000,TX,"Houston city, TX","Houston, TX",2549,1
48,77033,35000,TX,"Houston city, TX","Houston, TX",27965,1
48,77034,35000,TX,"Houston city, TX","Houston, TX",33678,1
48,77035,35000,TX,"Houston city, TX","Houston, TX",35896,1
48,77036,35000,TX,"Houston city, TX","Houston, TX",71969,1
48,77037,35000,TX,"Houston city, TX","Houston, TX",5552,1
48,77038,35000,TX,"Houston city, TX","Houston, TX",2598,1
48,77039,35000,TX,"Houston city, TX","Houston, TX",119,1
48,77040,35000,TX,"Houston city, TX","Houston, TX",19393,1
48,77041,35000,TX,"Houston city, TX","Houston, TX",9422,1
48,77042,35000,TX,"Houston city, TX","Houston, TX",36385,1
48,77043,35000,TX,"Houston city, TX","Houston, TX",23358,1
48,77044,35000,TX,"Houston city, TX","Houston, TX",9390,1
48,77045,35000,TX,"Houston city, TX","Houston, TX",31255,1
48,77046,35000,TX,"Houston city, TX","Houston, TX",1196,1
48,77047,35000,TX,"Houston city, TX","Houston, TX",15036,1
48,77048,35000,TX,"Houston city, TX","Houston, TX",15294,1
48,77049,35000,TX,"Houston city, TX","Houston, TX",3389,1
48,77050,35000,TX,"Houston city, TX","Houston, TX",1717,1
48,77051,35000,TX,"Houston city, TX","Houston, TX",15085,1
48,77053,35000,TX,"Houston city, TX","Houston, TX",26549,1
48,77054,35000,TX,"Houston city, TX","Houston, TX",22290,1
48,77055,35000,TX,"Houston city, TX","Houston, TX",37762,1
48,77056,35000,TX,"Houston city, TX","Houston, TX",18673,1
48,77057,35000,TX,"Houston city, TX","Houston, TX",39208,1
48,77058,35000,TX,"Houston city, TX","Houston, TX",8043,1
48,77059,35000,TX,"Houston city, TX","Houston, TX",13821,1
48,77060,35000,TX,"Houston city, TX","Houston, TX",29635,1
48,77061,35000,TX,"Houston city, TX","Houston, TX",24457,1
48,77062,35000,TX,"Houston city, TX","Houston, TX",25152,1
48,77063,35000,TX,"Houston city, TX","Houston, TX",33928,1
48,77064,35000,TX,"Houston city, TX","Houston, TX",2302,1
48,77065,35000,TX,"Houston city, TX","Houston, TX",2201,1
48,77066,35000,TX,"Houston city, TX","Houston, TX",424,1
48,77067,35000,TX,"Houston city, TX","Houston, TX",8611,1
48,77068,35000,TX,"Houston city, TX","Houston, TX",1047,1
48,77069,35000,TX,"Houston city, TX","Houston, TX",816,1
48,77070,35000,TX,"Houston city, TX","Houston, TX",5259,1
48,77071,35000,TX,"Houston city, TX","Houston, TX",21241,1
48,77072,35000,TX,"Houston city, TX","Houston, TX",54423,1
48,77073,35000,TX,"Houston city, TX","Houston, TX",1142,1
48,77074,35000,TX,"Houston city, TX","Houston, TX",37267,1
48,77075,35000,TX,"Houston city, TX","Houston, TX",37388,1
48,77076,35000,TX,"Houston city, TX","Houston, TX",33803,1
48,77077,35000,TX,"Houston city, TX","Houston, TX",52151,1
48,77078,35000,TX,"Houston city, TX","Houston, TX",14772,1
48,77079,35000,TX,"Houston city, TX","Houston, TX",31280,1
48,77080,35000,TX,"Houston city, TX","Houston, TX",45275,1
48,77081,35000,TX,"Houston city, TX","Houston, TX",47860,1
48,77082,35000,TX,"Houston city, TX","Houston, TX",34068,1
48,77083,35000,TX,"Houston city, TX","Mission Bend, TX",2645,1
48,77084,35000,TX,"Houston city, TX","Houston, TX",12489,1
48,77085,35000,TX,"Houston city, TX","Houston, TX",16074,1
48,77086,35000,TX,"Houston city, TX","Houston, TX",1176,1
48,77087,35000,TX,"Houston city, TX","Houston, TX",36399,1
48,77088,35000,TX,"Houston city, TX","Houston, TX",31862,1
48,77089,35000,TX,"Houston city, TX","Houston, TX",22753,1
48,77090,35000,TX,"Houston city, TX","Houston, TX",3735,1
48,77091,35000,TX,"Houston city, TX","Houston, TX",23472,1
48,77092,35000,TX,"Houston city, TX","Houston, TX",33745,1
48,77093,35000,TX,"Houston city, TX","Houston, TX",25837,1
48,77094,35000,TX,"Houston city, TX","Houston, TX",127,1
48,77095,35000,TX,"Houston city, TX","Houston, TX",556,1
48,77096,35000,TX,"Houston city, TX","Houston, TX",32628,1
48,77098,35000,TX,"Houston city, TX","Houston, TX",13076,1
48,77099,35000,TX,"Houston city, TX","Houston, TX",45413,1
48,77301,16432,TX,"Conroe city, TX","Conroe, TX",30611,1
48,77302,16432,TX,"Conroe city, TX","Conroe, TX",678,1
48,77303,16432,TX,"Conroe city, TX","Conroe, TX",5006,1
48,77304,16432,TX,"Conroe city, TX","Conroe, TX",16186,1
48,77318,16432,TX,"Conroe city, TX","Willis, TX",93,1
48,77336,35000,TX,"Houston city, TX","Huffman, TX",4214,1
48,77338,35000,TX,"Houston city, TX","Humble, TX",2326,1
48,77339,35000,TX,"Houston city, TX","Houston, TX",33183,1
48,77345,35000,TX,"Houston city, TX","Houston, TX",26122,1
48,77346,35000,TX,"Houston city, TX","Atascocita, TX",597,1
48,77354,72656,TX,"The Woodlands CDP, TX","Magnolia, TX",724,1
48,77356,16432,TX,"Conroe city, TX","Montgomery, TX",106,1
48,77365,35000,TX,"Houston city, TX","Porter, TX",161,1
48,77373,35000,TX,"Houston city, TX","Spring, TX",311,1
48,77375,72656,TX,"The Woodlands CDP, TX","Tomball, TX",52,1
